ID,Date,AveragePrice,Total Volume,Mango_4046,Mango_4225,Mango_4770,Small Bags,Large Bags,Total Bags
3584,2015-08-22,1.58,62484163.92,16210723.4,11384157.98,8644359.97,120139.88,16255721.45,16375861.33
3585,2015-08-23,1.36,48625867.88,13610808.1,4645474.26,14329358.7,716755.56,6312849.24,7029604.800000001
3586,2015-08-23,1.72,60942411.5,18281447.78,11995851.29,12148505.7,1684510.85,13245302.52,14929813.37
3587,2015-08-23,2.58,43323380.84,8199974.05,4342340.22,9332828.07,85094.74,12551810.2,12636904.94
3588,2015-08-23,0.79,25394263.07,7641422.46,8354301.13,5275623.15,65463.28,1149575.22,1215038.5
3589,2015-08-23,0.99,24361263.78,648688.9,18320525.34,12941337.43,949223.76,437232.79,1386456.55
3590,2015-08-23,3.11,30539123.59,9472253.42,14979299.11,12159702.49,639610.52,8622083.39,9261693.91
3591,2015-08-23,0.93,26056764.63,14822143.28,10870128.18,8877420.25,1784953.35,17935758.1,19720711.450000003
3592,2015-08-23,2.04,51775082.06,6165300.81,5150049.46,4620958.43,1924962.68,12384848.81,14309811.49
3593,2015-08-23,2.07,29065296.7,9472276.7,6417552.79,3387905.95,92282.23,16600560.97,16692843.2
3594,2015-08-23,1.82,18477626.27,4491197.95,22248633.42,6575232.02,1111251.27,851996.43,1963247.7
3595,2015-08-23,2.25,48433161.1,15819408.89,7799622.11,17604655.17,2401839.21,7329811.34,9731650.55
3596,2015-08-23,1.09,53406112.4,1238706.31,14012968.52,14605146.21,796940.83,1140423.71,1937364.54
3597,2015-08-23,1.99,26279232.73,14439595.05,11366080.96,17262814.86,501541.52,6606281.99,7107823.51
3598,2015-08-23,1.49,41741834.63,7757119.03,525470.5,16323783.35,1327453.26,5505406.11,6832859.37
3599,2015-08-23,2.3,3675695.0,851495.36,21485320.95,8889993.6,1148226.84,17851877.85,19000104.69
3600,2015-08-24,0.84,33094582.67,17471011.16,1999829.38,10276333.61,558969.04,15850511.19,16409480.23
3601,2015-08-24,2.04,2811655.85,9983945.81,14981396.1,3285413.72,577454.51,15622316.33,16199770.84
3602,2015-08-24,0.96,1824674.45,12268402.48,18445624.39,13965553.06,1748657.13,482148.34,2230805.47
3603,2015-08-24,1.22,38311296.78,14985087.42,17028934.47,8174471.33,822295.98,9838654.68,10660950.66
3604,2015-08-24,1.05,18960233.1,13409748.75,18405278.61,3124286.51,2510860.72,1883325.94,4394186.66
3605,2015-08-24,0.95,46412787.18,14961058.64,16823908.22,1847321.35,737957.34,16771128.36,17509085.7
3606,2015-08-24,2.76,56010228.57,15604342.57,10133922.34,13486313.21,1395166.79,8759212.48,10154379.27
3607,2015-08-24,1.24,8712808.21,12060269.18,20384525.3,9341782.99,186206.4,1882523.59,2068729.99
3608,2015-08-24,3.05,45286791.74,7484815.77,20752209.9,174268.94,1372083.78,19056453.89,20428537.67
3609,2015-08-24,3.17,32160446.19,4977259.03,9937934.03,15973451.55,1172913.85,5581446.34,6754360.19
3610,2015-08-24,2.05,7008161.3,18482946.27,11025567.22,12000924.94,889591.7,3868896.9,4758488.6
3611,2015-08-24,0.84,40728246.6,19854916.96,11045355.25,743471.2,1094012.63,10937359.29,12031371.919999998
3612,2015-08-24,1.49,38095149.58,7321561.4,6343258.67,5902700.2,454454.44,9385753.05,9840207.49
3613,2015-08-24,2.68,32230569.25,2299064.93,2614074.47,13995262.31,2088667.1,5317675.88,7406342.98
3614,2015-08-24,1.47,57909687.84,4555466.51,5958361.71,1143591.07,2347287.68,14284533.03,16631820.71
3615,2015-08-24,0.68,32570463.79,13728944.6,19197973.03,14263519.76,2132633.61,5608161.09,7740794.699999999
3616,2015-08-25,2.0,61912788.48,3540045.11,12351062.41,9781403.15,2049554.56,6684620.46,8734175.02
3617,2015-08-25,2.81,31829717.74,15969549.64,19336580.36,15166401.66,1396426.99,13560487.2,14956914.19
3618,2015-08-25,2.68,7241481.32,18894957.55,16947677.09,16568620.11,849613.81,11070029.15,11919642.96
3619,2015-08-25,0.93,29407154.49,19726498.31,7928754.71,14873887.64,437825.97,5594597.95,6032423.92
3620,2015-08-25,2.33,11396646.32,190898.45,4214676.38,1512555.82,2087433.07,17876702.96,19964136.03
3621,2015-08-25,1.06,37324248.62,19613964.41,12900629.7,8918877.56,110671.3,13925869.14,14036540.44
3622,2015-08-25,1.05,43324700.68,15152203.6,21284765.7,6174907.58,460937.92,5855081.68,6316019.6
3623,2015-08-25,2.9,29279894.9,1720556.38,19091337.27,9851091.92,1022986.64,16712309.31,17735295.95
3624,2015-08-25,1.14,6107063.46,8500210.17,17372381.26,18710610.7,495594.26,6059361.55,6554955.81
3625,2015-08-25,1.18,29292778.54,14330331.72,17380082.0,2409944.35,1484560.02,18901379.08,20385939.1
3626,2015-08-25,0.44,5091426.03,19583899.84,12003018.38,16769352.34,1844050.07,17591034.91,19435084.98
3627,2015-08-25,2.89,42636750.74,3360068.32,3855642.66,19195930.88,2314943.59,7769440.57,10084384.16
3628,2015-08-25,2.67,49402494.61,2614773.42,6494315.88,19179828.82,535880.71,12845738.85,13381619.56
3629,2015-08-25,2.2,60154207.73,9669214.65,13143372.91,15434368.61,712020.95,10375053.47,11087074.42
3630,2015-08-25,2.55,9301043.89,19817538.7,7195020.87,9019753.14,1825112.38,15823887.96,17649000.34
3631,2015-08-26,0.87,33279316.83,19884688.76,17775654.38,3448429.94,552689.82,16707466.34,17260156.16
3632,2015-08-26,1.73,35474326.65,4665545.26,8488298.76,11782993.64,977378.88,12210762.85,13188141.73
3633,2015-08-26,1.43,57659998.7,6537218.98,2590417.82,11824831.83,1918646.5,10763446.67,12682093.17
3634,2015-08-26,0.7,39208363.48,18587934.69,17797888.4,6130328.74,957056.58,6575041.91,7532098.49
3635,2015-08-26,1.81,9095246.73,15042626.1,15878004.93,11949779.68,372578.49,17436532.37,17809110.86
3636,2015-08-26,3.03,27274469.28,19903874.05,5757702.31,2257884.17,686161.59,11742803.0,12428964.59
3637,2015-08-26,0.55,40926384.35,18283258.42,22314108.2,12282730.27,205907.68,1308202.25,1514109.93
3638,2015-08-26,1.26,43771756.52,4403139.32,9169987.77,17372323.22,1716730.7,12951830.96,14668561.66
3639,2015-08-26,1.02,53947009.85,15552043.84,15476136.38,9145384.76,116698.48,4124339.16,4241037.640000001
3640,2015-08-26,1.11,11282783.52,994158.1,20706889.87,14811981.27,1461795.74,2738946.44,4200742.18
3641,2015-08-26,2.99,59476761.17,16741505.28,3547926.53,12314350.09,2419247.11,19101750.35,21520997.46
3642,2015-08-26,1.76,3696626.74,12314211.38,19992134.21,59361.72,2189615.57,17368971.45,19558587.02
3643,2015-08-26,1.75,61490689.62,19571934.18,16009524.01,2363491.87,185740.08,14098533.21,14284273.29
3644,2015-08-26,2.58,53615298.73,19652414.09,3810983.42,15010990.0,1819387.64,11373468.57,13192856.21
3645,2015-08-26,0.87,41270805.89,1040214.38,15113410.01,783700.0,1757288.07,7460422.75,9217710.82
3646,2015-08-26,1.81,45941391.34,3285966.73,19891012.16,18525514.35,759823.34,6130315.0,6890138.34
3647,2015-08-27,1.65,4543739.24,9911995.52,18172499.75,17321057.62,278383.49,6519422.36,6797805.850000001
3648,2015-08-27,2.12,2592806.7,18003736.06,17298953.04,7020338.45,2174846.01,8768753.46,10943599.47
3649,2015-08-27,3.25,6361012.86,16672158.42,3669367.43,6013108.31,1411502.98,6626081.93,8037584.91
3650,2015-08-27,2.6,5460558.87,19741206.65,4335481.6,11874409.86,1778464.01,4353889.26,6132353.27
3651,2015-08-27,1.56,34214456.16,12652535.8,12457052.82,11852340.67,1165771.13,17674611.29,18840382.42
3652,2015-08-27,2.77,13466532.05,5252002.16,13194618.33,1724852.02,566220.76,14700963.1,15267183.86
3653,2015-08-27,0.92,53767721.31,513947.29,21461423.51,4172695.7,662961.42,12421866.8,13084828.22
3654,2015-08-27,0.53,27861852.74,4563432.91,10659508.38,12330352.69,1361903.31,8576793.14,9938696.45
3655,2015-08-27,1.01,43473357.74,13823229.03,6880003.19,15513434.7,597252.72,15582547.14,16179799.86
3656,2015-08-27,1.4,40808284.12,18961376.03,4338865.87,3719690.17,1015203.23,3119433.64,4134636.87
3657,2015-08-27,1.87,19992678.5,6569081.82,1232043.43,13598627.11,189465.98,2698407.48,2887873.46
3658,2015-08-27,2.17,15199410.39,17926169.08,1561430.55,16863834.05,2534992.56,18483118.61,21018111.17
3659,2015-08-27,3.0,21405507.12,8083793.27,13058632.19,2282254.86,1570346.67,18256556.5,19826903.17
3660,2015-08-27,1.87,49795663.91,6310488.99,4008834.32,8506809.09,371924.24,12950581.44,13322505.68
3661,2015-08-27,1.85,36645648.43,10416333.02,19368852.34,16477926.41,331312.93,9020703.59,9352016.52
3662,2015-08-27,0.58,15847661.14,9053591.64,13565926.13,7180204.68,1230655.1,17235258.3,18465913.4
3663,2015-08-28,0.54,51120036.08,18706006.56,19670647.9,5220233.0,63064.34,14331961.5,14395025.84
3664,2015-08-28,1.99,3422850.76,9585487.84,9722027.84,14444894.79,1049227.7,14893863.03,15943090.73
3665,2015-08-28,1.67,43702934.33,5677214.18,13550123.3,7764324.46,2406169.81,12604807.12,15010976.93
3666,2015-08-28,2.8,27446327.18,17247799.83,11950139.65,13683472.29,2096635.47,17856891.94,19953527.41
3667,2015-08-28,0.89,45709801.1,20444974.4,22440597.28,2448593.79,2368084.32,6025157.49,8393241.81
3668,2015-08-28,0.51,57971573.08,13268440.1,18122565.81,10723241.07,282942.95,5161426.57,5444369.5200000005
3669,2015-08-28,1.7,46881387.34,5127087.64,13541550.94,7351345.88,944246.13,11392948.66,12337194.79
3670,2015-08-28,1.11,27625377.46,4888681.37,13795958.91,19320924.99,1413267.32,6792191.55,8205458.87
3671,2015-08-28,0.58,9436904.38,1181289.11,5658650.66,11457105.44,1834120.74,1094781.39,2928902.13
3672,2015-08-28,2.48,50401505.44,1582232.76,16710938.92,13215680.33,999363.34,18636383.72,19635747.06
3673,2015-08-28,0.75,28796742.42,18730227.89,22353173.39,2538560.93,812187.74,17504791.01,18316978.75
3674,2015-08-28,2.15,4707523.66,1975146.33,2943735.93,19217552.95,776828.68,201885.45,978714.13
3675,2015-08-28,1.23,44945046.28,9914795.91,14493624.09,995865.63,2010297.86,16818628.78,18828926.64
3676,2015-08-28,0.93,18242455.7,14290952.58,11778494.0,1372328.35,972284.19,10032793.88,11005078.07
3677,2015-08-28,1.51,3055870.82,17407249.33,19341425.75,1467229.64,41539.49,9784695.46,9826234.95
3678,2015-08-29,2.69,56427044.06,3506014.42,1065.99,16866263.28,1961306.56,3242694.52,5204001.08
3679,2015-08-29,1.54,30196589.8,8961580.24,3106434.25,14115058.58,410829.86,3810542.24,4221372.100000001
3680,2015-08-29,2.55,17561713.08,5147943.59,843169.22,18851085.57,1599701.41,5442265.63,7041967.04
3681,2015-08-29,0.79,44778228.94,5236845.14,3705691.72,1289482.28,75030.51,10774425.82,10849456.33
3682,2015-08-29,2.61,55373910.52,6219764.61,16101031.03,13399925.18,985435.41,9352868.39,10338303.8
3683,2015-08-29,1.11,19278.46,12018605.1,3176633.27,10331097.49,1161003.39,5351633.51,6512636.899999999
3684,2015-08-29,2.34,42994671.93,339350.34,14154058.56,12382071.27,2477895.75,15615375.66,18093271.41
3685,2015-08-29,2.03,47942581.52,8367679.94,19746138.51,9936797.82,224519.91,6811911.77,7036431.68
3686,2015-08-29,3.05,13121716.37,3824519.85,787464.91,13083587.31,1913690.2,3814222.7,5727912.9
3687,2015-08-29,1.53,30604297.29,19797469.65,609219.96,17572577.71,2456680.6,8011091.36,10467771.96
3688,2015-08-29,0.63,5580949.85,11928799.57,22512729.22,11381210.34,705132.45,13675459.16,14380591.61
3689,2015-08-29,0.49,46676105.61,17770411.33,15312698.3,17366385.21,574608.33,6270245.66,6844853.99
3690,2015-08-29,2.76,52970799.24,4005886.08,3199918.12,15152935.64,2424384.48,6171816.88,8596201.36
3691,2015-08-29,1.91,6762352.37,16581485.19,6975284.9,16756289.53,1246631.4,2243232.65,3489864.05
3692,2015-08-29,2.62,51033391.52,8490834.49,22402579.13,12771755.64,2094671.31,1969009.32,4063680.63
3693,2015-08-29,1.1,48227511.66,3637512.03,5167726.55,10047019.39,2023477.34,5675451.22,7698928.56
3694,2015-08-30,1.41,21684096.6,15583125.19,17121998.44,1347486.23,830144.21,13940734.03,14770878.239999998
3695,2015-08-30,0.52,43147019.54,15598803.5,5485352.59,16174677.61,477389.19,10419698.77,10897087.96
3696,2015-08-30,3.14,3092.57,20386395.71,9062594.84,4688506.58,1789866.5,15981710.94,17771577.439999998
3697,2015-08-30,2.32,58242620.59,15986232.92,20030399.46,710238.35,1276537.9,13915477.06,15192014.96
3698,2015-08-30,3.06,34402097.98,2973703.75,646804.36,10056035.72,1249026.78,12354092.63,13603119.41
3699,2015-08-30,1.19,38774713.86,6602675.56,6987638.54,12253810.42,1390881.44,2765528.57,4156410.01
3700,2015-08-30,2.16,41544994.72,9247108.66,11080523.96,12821748.67,65322.48,17725843.94,17791166.42
3701,2015-08-30,2.35,35088770.45,2592655.46,14226012.23,12974493.98,12904.43,575680.24,588584.67
3702,2015-08-30,1.33,53552592.82,16131609.05,642317.36,12664651.77,799879.98,18550493.54,19350373.52
3703,2015-08-30,2.82,38109840.21,10781820.66,9340142.83,15657214.96,824245.23,15566017.5,16390262.73
3704,2015-08-30,3.1,56740132.94,19333423.48,7830335.52,14904945.83,1830205.95,4887565.49,6717771.44
3705,2015-08-30,2.93,36399049.85,12063475.16,611043.68,15747142.84,829288.79,19092188.49,19921477.28
3706,2015-08-30,2.52,10696187.71,10704043.66,8082346.81,8916720.27,915579.73,8685413.88,9600993.61
3707,2015-08-30,1.22,57102825.5,1462113.78,21189960.84,1216996.0,1399385.18,15587470.81,16986855.990000002
3708,2015-08-30,1.23,42605594.39,3057196.19,6246043.89,12390596.91,1506496.2,18058736.99,19565233.19
3709,2015-08-31,3.15,43706410.85,17390285.24,13318463.7,4072518.55,848708.34,9640908.94,10489617.28
3710,2015-08-31,0.47,61598175.18,20279704.54,6779774.35,16651626.61,1421181.19,12011946.77,13433127.96
3711,2015-08-31,2.45,4700287.44,8498954.65,2425973.31,13980926.96,1573237.93,12684157.91,14257395.84
3712,2015-08-31,2.42,26789506.32,16582926.0,6589359.63,14837300.16,665243.9,11303394.44,11968638.34
3713,2015-08-31,2.19,14944876.46,12847040.0,10706765.16,5548895.97,600311.82,3596688.18,4197000.0
3714,2015-08-31,3.22,39405245.01,19632492.5,6736850.11,12264242.19,2267436.4,5655398.89,7922835.289999999
3715,2015-08-31,1.32,50430302.25,4874805.57,14195867.47,10230641.08,1648692.03,2077678.79,3726370.82
3716,2015-08-31,1.4,60399878.45,11153099.64,21585709.6,5200754.05,792128.91,8440418.84,9232547.75
3717,2015-08-31,0.66,28414869.69,8368284.48,1575485.86,15735356.21,1402498.43,3589304.15,4991802.58
3718,2015-08-31,1.68,49143096.89,11089236.22,16307271.97,10654418.28,1801368.41,3394209.64,5195578.05
3719,2015-08-31,1.17,57320909.67,5503678.92,28575.24,3696166.52,57624.01,2235811.19,2293435.2
3720,2015-08-31,1.4,42711724.72,10189148.97,23232.58,5913593.58,2342297.34,8199127.44,10541424.78
3721,2015-08-31,2.79,15172219.16,12790098.65,3023066.79,4399783.32,1826384.61,1793756.34,3620140.95
3722,2015-08-31,3.07,37994349.86,1662535.65,10915355.18,6052165.64,998851.28,14133256.87,15132108.15
3723,2015-08-31,0.96,60627482.38,15209374.55,1091785.34,3645427.05,2373950.31,17437960.89,19811911.2
3724,2015-08-31,1.49,61727691.6,14462929.62,16424342.62,7190123.73,142212.94,6069076.41,6211289.350000001
3725,2015-09-01,3.05,40151146.32,18023471.26,665968.22,13444629.2,1920477.54,16262160.51,18182638.05
3726,2015-09-01,0.61,55441752.82,8717527.47,11267910.12,18584636.74,1340159.67,11409899.31,12750058.98
3727,2015-09-01,0.7,12523034.14,1262402.46,15376927.91,4078743.33,1692845.93,7863168.51,9556014.44
3728,2015-09-01,0.9,15381366.05,9446373.55,5402759.8,5808639.3,1200367.67,15735459.76,16935827.43
3729,2015-09-01,2.11,59560860.29,2816938.55,13175334.48,41721.42,374914.18,15262334.58,15637248.76
3730,2015-09-01,0.86,8453047.7,13253607.01,5953856.02,4364857.61,664092.94,18217134.89,18881227.83
3731,2015-09-01,3.16,11945299.87,964809.29,4869345.92,8106723.98,1179112.38,18223061.0,19402173.38
3732,2015-09-01,1.7,26286711.08,7655920.59,18613134.72,8945300.79,2339770.78,13507465.21,15847235.99
3733,2015-09-01,1.85,36852381.79,1695841.57,7571653.25,5159675.77,173979.07,17679026.11,17853005.18
3734,2015-09-01,1.13,37742019.15,68912.83,18512838.84,2912227.07,266634.59,1062283.02,1328917.61
3735,2015-09-01,1.76,18250209.06,19663156.4,4933304.41,10908425.32,388863.57,3676326.33,4065189.9
3736,2015-09-01,2.3,57543573.6,20391297.21,8093669.94,7927277.59,1609657.07,5931829.08,7541486.15
3737,2015-09-01,2.55,57198918.53,11371463.5,2334832.65,8258106.07,932773.56,15358824.7,16291598.26
3738,2015-09-01,2.56,24506518.54,4891563.08,11292214.26,17338579.11,380040.6,833513.17,1213553.77
3739,2015-09-01,2.06,27145735.66,18650718.99,8678834.12,10876908.83,310576.37,14683264.01,14993840.38
3740,2015-09-02,2.98,43910061.62,18895087.68,135475.07,7523351.21,1716708.87,12989923.05,14706631.920000002
3741,2015-09-02,2.74,41441015.64,17492286.3,10572486.6,4916703.99,1177959.13,17007317.95,18185277.08
3742,2015-09-02,2.57,23895774.32,11143565.3,1692457.93,8303280.93,2222424.02,914483.05,3136907.0700000003
3743,2015-09-02,0.6,25892654.29,1529196.01,19035407.06,16697093.3,1028826.75,12039374.42,13068201.17
3744,2015-09-02,0.46,21754454.3,1810395.49,11228368.06,18697012.94,1669806.4,1934750.7,3604557.1
3745,2015-09-02,1.04,14712956.7,18354320.47,15694248.18,7308142.29,2026569.56,1092468.12,3119037.68
3746,2015-09-02,2.3,28636280.39,17928677.07,18675601.91,4048639.09,2428484.95,18357517.28,20786002.23
3747,2015-09-02,1.6,42906035.72,8892360.43,1163970.64,17717112.23,2213613.64,4308348.86,6521962.5
3748,2015-09-02,1.57,46377130.43,6717512.97,7669096.22,2798197.51,1974271.02,3663929.34,5638200.359999999
3749,2015-09-02,2.93,48684019.64,13185585.48,571270.21,5761284.56,1051394.3,16946130.49,17997524.79
3750,2015-09-02,2.96,23422919.65,16519505.39,1128688.02,3954946.72,2502651.73,6054460.32,8557112.05
3751,2015-09-02,2.99,47794087.08,14978009.73,860446.75,10961892.59,674091.1,16413973.03,17088064.13
3752,2015-09-02,1.32,407390.53,12601744.64,10869322.94,7916659.39,1683949.18,12983552.08,14667501.26
3753,2015-09-02,2.38,29818359.0,4739163.65,10250048.53,5563312.3,332608.52,3672769.25,4005377.77
3754,2015-09-02,1.2,49623525.23,5373624.99,1392829.2,14877174.65,1542958.14,10065640.2,11608598.34
3755,2015-09-02,0.98,39381383.88,14822075.95,5967207.69,12866022.22,1756759.5,12803562.9,14560322.4
3756,2015-09-03,0.96,29631666.54,16430087.97,5560613.91,19286177.56,229926.06,14003412.75,14233338.81
3757,2015-09-03,1.4,40293795.45,2377353.8,6746100.76,6044189.48,751068.34,9336924.24,10087992.58
3758,2015-09-03,1.65,56689254.15,3834077.81,14573254.05,16375743.69,1633603.45,6879135.29,8512738.74
3759,2015-09-03,2.77,35402097.29,13929615.91,15853830.48,5860517.8,1533300.37,18382704.21,19916004.58
3760,2015-09-03,0.78,49991169.91,7962778.18,7711710.45,175081.96,1701560.2,8087039.0,9788599.2
3761,2015-09-03,2.51,61301959.74,11530927.54,17927215.08,2923361.15,316889.26,13407597.39,13724486.65
3762,2015-09-03,1.93,44102021.53,12585614.13,9503651.46,9850667.68,1312204.05,16216476.85,17528680.9
3763,2015-09-03,1.25,35836133.62,15889329.44,11881326.29,15692419.78,2362095.48,3270916.5,5633011.98
3764,2015-09-03,1.82,2343164.75,16493487.34,3310324.25,1112261.9,2428719.6,9355823.9,11784543.5
3765,2015-09-03,1.28,23407036.03,5733730.53,5296884.59,16118730.63,322708.44,10696201.12,11018909.56
3766,2015-09-03,2.11,35343400.37,11080653.99,16547237.02,13872605.44,2277528.39,11043955.97,13321484.36
3767,2015-09-03,1.66,49829929.32,2528605.75,22221473.61,668742.84,1467964.18,2887179.68,4355143.86
3768,2015-09-03,0.9,27384070.63,17236532.65,16026370.0,2059282.17,1917259.32,501831.4,2419090.72
3769,2015-09-03,0.77,60009066.6,17306803.41,1232667.28,1465189.44,383612.3,12884460.04,13268072.34
3770,2015-09-03,1.98,16988705.8,6131053.57,3249866.09,13154222.55,1878931.07,12038694.7,13917625.77
3771,2015-09-04,2.98,46539675.51,3287987.62,10138616.05,10868901.69,180994.63,13564971.23,13745965.86
3772,2015-09-04,1.41,26191878.76,1434818.84,16661356.01,6952209.96,1611938.29,4320964.71,5932903.0
3773,2015-09-04,2.5,30377068.52,11770097.0,3773904.13,1710872.01,1701196.8,6542720.92,8243917.72
3774,2015-09-04,2.29,50160925.16,1871585.57,17076387.74,7613283.53,1692699.25,11050621.64,12743320.89
3775,2015-09-04,3.06,18515185.95,13932166.18,12641714.36,13215830.49,149367.63,1117578.01,1266945.64
3776,2015-09-04,2.75,6051376.56,13881635.73,17615912.76,1809678.06,978319.53,4000505.79,4978825.32
3777,2015-09-04,2.03,32518952.24,12568673.8,12682695.86,16594735.37,1895557.97,17063772.15,18959330.12
3778,2015-09-04,2.29,33052688.93,17943695.4,13703555.89,1218737.1,2029048.03,2987207.41,5016255.44
3779,2015-09-04,2.96,49827504.14,7743622.39,5657407.79,11782619.44,1058066.0,3180836.28,4238902.279999999
3780,2015-09-04,1.56,60525420.7,18469975.0,16379718.95,3664383.87,412567.14,13969933.75,14382500.89
3781,2015-09-04,1.36,3456685.04,755883.44,19195938.83,1775347.72,1271810.26,17115681.43,18387491.69
3782,2015-09-04,0.47,36983967.62,2308200.11,19816303.71,6876911.29,1655857.53,18810459.81,20466317.34
3783,2015-09-04,2.76,42583781.95,8438083.9,669868.92,12920486.56,2343745.95,16201994.56,18545740.51
3784,2015-09-04,2.69,61618151.97,12159377.22,14205612.65,2345174.97,1735002.26,13800449.02,15535451.28
3785,2015-09-04,0.73,58917215.6,662747.82,22505680.06,9215748.18,2094855.53,17169268.34,19264123.87
3786,2015-09-04,2.06,44532219.98,11615708.55,13348584.42,7867567.72,674162.38,9709771.62,10383934.0
3787,2015-09-05,1.74,32614824.93,6292619.56,3895276.57,8281128.46,2121792.72,5644896.62,7766689.34
3788,2015-09-05,0.77,10096228.09,18160403.15,19959981.57,18276939.47,1558347.56,13951984.31,15510331.87
3789,2015-09-05,3.2,24013256.03,10916640.96,6011283.65,6761803.18,1397968.36,7880190.27,9278158.63
3790,2015-09-05,1.04,36573484.3,12034524.94,1023768.85,19210960.08,679551.84,7289628.46,7969180.3
3791,2015-09-05,0.63,45329142.88,19357419.95,9791535.41,10430324.43,519207.73,8248939.13,8768146.86
3792,2015-09-05,2.11,39716090.97,15643018.49,2280563.65,16321495.4,1384949.33,12109673.73,13494623.06
3793,2015-09-05,2.52,44636731.6,8971704.72,2621026.34,6758595.64,2269995.06,17480309.43,19750304.49
3794,2015-09-05,0.53,26824503.02,9761998.78,10536870.54,1642334.63,599375.51,18443627.22,19043002.73
3795,2015-09-05,2.29,45480837.25,13263372.6,13934636.36,1635163.2,709674.42,12675800.98,13385475.4
3796,2015-09-05,1.94,8984712.54,4098192.6,20591889.53,11123071.31,2413822.93,696772.28,3110595.21
3797,2015-09-05,0.73,10162633.34,1814733.47,16040002.03,18015383.74,67753.57,7893654.01,7961407.58
3798,2015-09-05,0.92,10177999.34,6371189.7,19163842.66,1379770.49,1236013.83,2515138.38,3751152.21
3799,2015-09-05,2.04,55684099.33,15933941.58,9365466.67,13350362.02,1346473.28,10814547.87,12161021.15
3800,2015-09-05,1.27,4752636.42,5267565.51,7245927.23,10911939.06,1720692.02,7661758.36,9382450.38
3801,2015-09-05,3.08,50098815.81,2676715.7,13483331.48,12636138.78,493973.05,14288533.94,14782506.99
3802,2015-09-06,2.74,14599564.8,4483518.01,15818175.21,4175703.9,1455067.84,11645861.52,13100929.36
3803,2015-09-06,3.2,29279561.23,13898964.3,12924070.01,1365970.88,278746.74,3542687.74,3821434.48
3804,2015-09-06,1.17,57252466.29,12567868.27,6016170.32,1447720.03,679920.25,2974340.19,3654260.44
3805,2015-09-06,3.16,36624420.37,14090202.13,8408858.23,4779832.27,38471.52,1939829.38,1978300.9
3806,2015-09-06,1.65,13133608.62,6590667.13,10196070.16,4138862.2,1154582.23,14386136.92,15540719.15
3807,2015-09-06,1.42,17757293.43,18441040.76,321865.47,2447942.94,445907.83,6434990.63,6880898.46
3808,2015-09-06,0.58,57533118.04,9247997.9,20010715.63,5127738.57,246377.25,8530414.76,8776792.01
3809,2015-09-06,0.59,26698955.64,10515999.92,11631316.61,10344744.08,876762.18,8288902.93,9165665.11
3810,2015-09-06,2.38,36689942.04,19422642.57,17081136.85,18395058.63,201723.02,12766563.24,12968286.26
3811,2015-09-06,1.73,28748404.97,20046366.42,3909884.58,17867236.61,1691887.9,893045.33,2584933.23
3812,2015-09-06,1.08,23654569.92,13542158.41,12660090.46,5263944.9,511498.22,6875044.51,7386542.729999999
3813,2015-09-06,2.17,13956271.86,19340867.06,21063571.89,1282691.24,1808666.42,1876116.65,3684783.07
3814,2015-09-06,1.15,42890869.91,11084966.27,4873428.97,19288543.29,2138644.08,939504.65,3078148.73
3815,2015-09-06,2.06,44894206.04,6290257.85,7866020.68,9229523.03,1887671.8,1582547.5,3470219.3
3816,2015-09-06,1.45,17181931.69,6450131.19,8831873.15,18952757.56,1942553.82,8162578.99,10105132.81
3817,2015-09-06,2.75,49317650.7,11441833.93,8717710.22,10415811.05,1639309.54,13445620.76,15084930.3
3818,2015-09-07,2.75,53413287.47,12385435.84,13660329.74,17171587.28,958226.07,8970200.29,9928426.36
3819,2015-09-07,1.78,57547398.83,8999213.15,8955759.35,8664065.78,887547.77,4739801.04,5627348.8100000005
3820,2015-09-07,1.43,10076757.09,18091308.32,15330436.75,12050535.37,1448776.26,12616002.12,14064778.38
3821,2015-09-07,1.46,18997005.2,8734713.88,11020654.12,10378969.17,631640.52,3914826.52,4546467.04
3822,2015-09-07,2.7,53776954.03,5597138.62,3584983.57,4259712.85,877623.79,7334932.15,8212555.94
3823,2015-09-07,1.36,12409951.51,163393.62,21573871.86,14797166.81,395461.59,18442335.84,18837797.43
3824,2015-09-07,1.03,216882.55,19868108.88,5447467.78,1061755.74,1986572.13,16067390.55,18053962.68
3825,2015-09-07,0.68,54431634.96,16874164.92,12792600.15,7021051.45,1873222.64,17698093.77,19571316.41
3826,2015-09-07,1.75,20404990.37,12600857.17,1380401.9,16852742.16,1281510.97,3065112.75,4346623.72
3827,2015-09-07,1.79,25908485.3,17001675.51,20892778.9,9738560.08,941095.18,12026229.98,12967325.16
3828,2015-09-07,2.8,27898443.66,16587084.52,21105986.8,1504236.27,1774038.25,6004548.32,7778586.57
3829,2015-09-07,1.06,53021965.17,19075519.06,8291047.08,4020511.49,215624.24,15817067.43,16032691.67
3830,2015-09-07,1.51,21120222.94,7903026.54,2751526.35,2124061.35,121590.36,8805245.99,8926836.35
3831,2015-09-07,2.71,55772540.25,11358143.11,17512223.2,5378627.36,1781914.6,14266973.59,16048888.19
3832,2015-09-07,2.75,38562212.08,2018972.12,5964574.21,3202608.32,1400701.63,6039101.06,7439802.689999999
3833,2015-09-08,1.52,32958437.56,19760559.51,15934533.14,13792718.19,1867144.61,1328924.15,3196068.76
3834,2015-09-08,1.73,20352802.31,20166115.2,20813779.33,12775154.53,711921.56,14572213.76,15284135.32
